customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls_6m,late_payments,contract_type,payment_method,internet_service,online_security,age_group,churned
CUST01780,27,39.76,968.55,3,5,4,Month-to-month,Credit card,Fiber optic,No,51-65,1
CUST01781,5,108.74,548.38,2,1,0,Month-to-month,Electronic check,No,No,26-35,1
CUST01782,44,72.11,3316.89,5,8,1,One year,Mailed check,Fiber optic,Yes,26-35,1
CUST01783,34,38.13,1174.32,4,3,3,Two year,Credit card,Fiber optic,No internet,18-25,1
CUST01784,40,75.91,3173.55,2,6,2,Month-to-month,Mailed check,No,No,65+,0
CUST01785,45,112.57,5306.89,5,10,5,Two year,Electronic check,DSL,Yes,65+,1
CUST01786,32,69.96,2352.76,1,3,3,One year,Mailed check,DSL,No,51-65,1
CUST01787,60,62.77,3760.45,4,5,9,Month-to-month,Electronic check,No,No,18-25,1
CUST01788,27,103.34,2683.37,4,4,4,Two year,Credit card,No,No internet,65+,1
CUST01789,39,37.92,1563.66,2,3,1,Two year,Credit card,No,No,51-65,0
CUST01790,15,56.33,765.11,1,1,0,One year,Credit card,Fiber optic,No,26-35,0
CUST01791,26,61.27,1513.72,5,2,0,One year,Credit card,DSL,Yes,65+,0
CUST01792,51,29.72,1647.21,3,7,0,Two year,Credit card,Fiber optic,No,26-35,0
CUST01793,68,86.15,5303.73,4,9,9,One year,Mailed check,No,Yes,51-65,1
CUST01794,58,38.15,2007.61,4,1,0,One year,Bank transfer,Fiber optic,No,26-35,0
CUST01795,23,25.71,592.38,4,9,3,Month-to-month,Electronic check,Fiber optic,No internet,51-65,1
CUST01796,14,86.46,1271.67,3,5,2,One year,Mailed check,DSL,Yes,18-25,1
CUST01797,43,50.83,2237.52,4,10,7,Month-to-month,Bank transfer,No,No,18-25,1
CUST01798,55,70.8,3821.03,5,8,8,Two year,Electronic check,No,No internet,51-65,1
CUST01799,26,114.18,2969.25,4,9,2,Month-to-month,Bank transfer,Fiber optic,No,36-50,1
CUST01800,64,25.11,1569.33,2,7,6,One year,Mailed check,Fiber optic,No internet,36-50,1
CUST01801,67,64.44,4525.94,4,9,4,Two year,Electronic check,Fiber optic,No internet,18-25,0
CUST01802,45,55.36,2555.15,2,4,7,Two year,Credit card,No,No internet,26-35,1
CUST01803,33,22.35,717.57,4,7,1,Two year,Credit card,No,No internet,36-50,0
CUST01804,68,81.11,5311.21,2,10,9,Month-to-month,Mailed check,Fiber optic,No,65+,1
CUST01805,5,97.29,484.7,1,5,0,Two year,Bank transfer,DSL,No internet,65+,1
CUST01806,48,112.49,5486.29,2,9,1,One year,Credit card,No,No,18-25,1
CUST01807,61,42.14,2420.95,3,1,5,Month-to-month,Mailed check,DSL,Yes,36-50,0
CUST01808,4,51.42,187.0,2,6,0,One year,Mailed check,DSL,Yes,36-50,0
CUST01809,51,66.73,3503.77,3,6,6,Two year,Credit card,DSL,Yes,26-35,1
CUST01810,63,39.66,2640.39,5,7,4,Month-to-month,Electronic check,DSL,Yes,18-25,1
CUST01811,3,37.9,113.46,1,7,0,Two year,Electronic check,DSL,No,36-50,1
CUST01812,67,46.24,3334.25,4,9,10,Month-to-month,Credit card,Fiber optic,Yes,36-50,0
CUST01813,33,41.5,1320.59,3,4,5,One year,Bank transfer,Fiber optic,Yes,36-50,1
CUST01814,24,60.99,1371.76,4,0,3,One year,Mailed check,DSL,No,18-25,1
CUST01815,70,88.02,5692.83,2,9,2,Month-to-month,Mailed check,DSL,Yes,65+,0
CUST01816,15,32.74,490.31,3,5,2,One year,Credit card,No,No internet,26-35,1
CUST01817,32,69.82,2428.7,4,0,2,Two year,Credit card,Fiber optic,No internet,18-25,0
CUST01818,6,82.8,522.02,3,1,0,One year,Credit card,Fiber optic,No internet,26-35,1
CUST01819,69,88.07,5835.45,5,4,8,Month-to-month,Credit card,DSL,No,65+,0
CUST01820,45,66.24,2940.77,3,10,4,One year,Electronic check,No,Yes,51-65,1
CUST01821,24,71.41,1753.03,2,1,3,Two year,Bank transfer,No,No,36-50,1
CUST01822,32,93.94,2755.2,4,8,2,One year,Electronic check,Fiber optic,Yes,65+,1
CUST01823,72,85.9,6680.82,5,3,0,Month-to-month,Bank transfer,No,Yes,51-65,0
CUST01824,48,63.57,3261.75,3,2,6,Month-to-month,Electronic check,DSL,Yes,18-25,0
CUST01825,17,80.71,1398.99,5,6,1,Month-to-month,Bank transfer,DSL,No internet,26-35,1
CUST01826,32,55.82,1952.12,3,4,0,Two year,Credit card,Fiber optic,No,18-25,0
CUST01827,24,88.26,1994.74,2,0,0,Month-to-month,Electronic check,DSL,Yes,65+,0
CUST01828,42,20.44,822.8,2,1,2,Two year,Mailed check,No,Yes,18-25,0
CUST01829,39,72.83,2627.03,1,9,1,Month-to-month,Electronic check,Fiber optic,No internet,36-50,0
CUST01830,58,41.75,2429.35,4,7,9,Two year,Bank transfer,Fiber optic,No internet,36-50,0
CUST01831,42,43.67,1955.14,3,1,2,One year,Bank transfer,No,Yes,65+,0
CUST01832,18,63.66,1094.2,2,9,2,One year,Bank transfer,Fiber optic,No,51-65,1
CUST01833,54,97.4,5557.76,1,5,5,Two year,Credit card,DSL,Yes,65+,1
CUST01834,16,77.52,1296.86,5,5,1,One year,Credit card,No,No,18-25,1
CUST01835,38,71.25,2589.3,1,5,5,Month-to-month,Bank transfer,No,No,36-50,1
CUST01836,53,91.18,4388.98,3,0,7,One year,Electronic check,Fiber optic,No internet,26-35,1
CUST01837,48,106.09,5100.78,1,0,8,Two year,Bank transfer,No,Yes,51-65,1
CUST01838,57,97.6,5340.7,4,10,7,Two year,Bank transfer,Fiber optic,No,18-25,1
CUST01839,17,41.68,701.1,3,9,0,One year,Mailed check,No,Yes,18-25,1
CUST01840,64,26.21,1605.32,3,5,9,One year,Mailed check,Fiber optic,No,18-25,1
CUST01841,56,62.64,3295.6,5,5,6,Two year,Mailed check,DSL,Yes,36-50,0
CUST01842,47,78.61,3579.03,1,2,7,Two year,Credit card,Fiber optic,No,18-25,0
CUST01843,20,111.13,2438.52,4,2,3,One year,Electronic check,DSL,Yes,36-50,1
CUST01844,48,114.84,5725.57,2,4,1,Month-to-month,Credit card,Fiber optic,No,36-50,0
CUST01845,44,75.57,3518.14,3,5,5,One year,Mailed check,DSL,Yes,51-65,1
CUST01846,72,115.63,8597.7,2,5,12,Two year,Mailed check,Fiber optic,No internet,18-25,1
CUST01847,72,102.04,7512.57,1,4,12,Two year,Credit card,DSL,No internet,51-65,1
CUST01848,7,49.37,316.52,1,5,1,Month-to-month,Credit card,No,No internet,65+,1
CUST01849,59,78.31,4364.39,5,6,0,Two year,Bank transfer,DSL,No internet,51-65,0
CUST01850,5,72.35,394.72,5,8,0,Month-to-month,Credit card,Fiber optic,No,65+,1
CUST01851,26,79.72,1903.93,3,3,1,Month-to-month,Bank transfer,Fiber optic,No,18-25,1
CUST01852,5,81.11,380.39,2,3,0,Month-to-month,Credit card,No,No internet,26-35,1
CUST01853,70,76.05,5267.65,2,10,1,Two year,Bank transfer,No,No,36-50,1
CUST01854,58,71.97,4385.22,4,7,6,One year,Bank transfer,No,Yes,65+,0
CUST01855,30,49.9,1556.69,2,4,1,Two year,Mailed check,Fiber optic,No,51-65,1
CUST01856,36,34.89,1335.46,3,4,6,Two year,Bank transfer,No,Yes,51-65,1
CUST01857,56,60.65,3357.23,3,8,1,Two year,Mailed check,Fiber optic,No,36-50,0
CUST01858,22,51.11,1130.37,1,4,2,Two year,Electronic check,DSL,Yes,36-50,0
CUST01859,43,100.81,4251.06,2,3,4,Month-to-month,Bank transfer,No,No,65+,1
CUST01860,2,104.69,227.75,4,4,0,Two year,Credit card,DSL,No internet,65+,1
CUST01861,24,103.98,2533.72,2,3,1,One year,Mailed check,No,No,26-35,1
CUST01862,24,110.33,2503.11,2,3,3,Month-to-month,Mailed check,No,No internet,18-25,1
CUST01863,27,71.47,1926.58,3,8,2,One year,Bank transfer,DSL,No,36-50,0
CUST01864,42,78.41,3416.05,3,10,7,Two year,Electronic check,Fiber optic,No internet,51-65,1
CUST01865,72,87.7,5751.3,3,5,1,Two year,Bank transfer,Fiber optic,No internet,51-65,0
CUST01866,55,46.11,2412.01,5,4,3,Month-to-month,Mailed check,DSL,No,51-65,1
CUST01867,14,45.54,629.19,2,4,1,Month-to-month,Credit card,DSL,No,26-35,1
CUST01868,12,118.07,1419.7,4,4,1,Month-to-month,Credit card,DSL,No,18-25,1
CUST01869,12,77.16,931.05,1,5,1,One year,Credit card,DSL,Yes,36-50,0
CUST01870,71,51.95,3720.48,3,3,2,Two year,Mailed check,Fiber optic,No,26-35,0
CUST01871,24,105.42,2616.92,1,4,1,Month-to-month,Bank transfer,No,Yes,18-25,0
CUST01872,52,24.06,1371.65,5,9,1,Month-to-month,Electronic check,DSL,Yes,65+,0
CUST01873,11,72.87,777.45,3,9,1,One year,Credit card,Fiber optic,Yes,51-65,1
CUST01874,3,90.33,262.93,5,6,0,Month-to-month,Electronic check,No,Yes,18-25,1
CUST01875,40,114.22,4117.62,4,7,5,Two year,Electronic check,DSL,Yes,18-25,1
CUST01876,55,27.68,1551.43,2,2,1,One year,Electronic check,DSL,No,18-25,0
CUST01877,37,119.83,4202.45,2,0,2,Month-to-month,Credit card,No,Yes,51-65,1
CUST01878,37,44.89,1523.73,4,6,3,Month-to-month,Bank transfer,DSL,No,18-25,0
CUST01879,53,116.8,5992.0,1,6,2,One year,Mailed check,Fiber optic,No,36-50,1
CUST01880,20,62.1,1351.34,1,10,1,Two year,Credit card,DSL,No,36-50,1
CUST01881,15,20.77,335.8,3,10,1,Two year,Mailed check,DSL,No,65+,1
CUST01882,1,51.92,56.66,1,2,0,One year,Mailed check,No,No internet,26-35,1
CUST01883,24,117.18,2736.37,2,9,1,Two year,Bank transfer,DSL,No internet,36-50,1
CUST01884,35,72.97,2673.51,3,1,3,One year,Electronic check,DSL,Yes,18-25,0
CUST01885,68,42.72,2700.4,2,6,10,One year,Mailed check,No,No internet,36-50,1
CUST01886,43,93.92,4097.96,2,0,4,Month-to-month,Electronic check,No,No,65+,1
CUST01887,65,23.28,1457.53,1,9,3,Month-to-month,Electronic check,Fiber optic,No,26-35,0
CUST01888,29,118.05,3220.15,2,0,2,Two year,Electronic check,DSL,No,18-25,0
CUST01889,1,77.76,78.39,3,1,0,One year,Bank transfer,Fiber optic,No,18-25,1
CUST01890,19,29.59,557.98,3,7,0,Two year,Bank transfer,No,No internet,26-35,1
CUST01891,28,112.04,3217.17,5,7,0,One year,Electronic check,Fiber optic,No internet,18-25,1
CUST01892,59,57.86,3375.81,1,5,9,Month-to-month,Bank transfer,DSL,No internet,18-25,1
CUST01893,8,88.56,739.81,5,1,1,Two year,Bank transfer,DSL,No internet,18-25,1
CUST01894,63,78.89,5462.13,4,4,10,Two year,Electronic check,No,No,18-25,0
CUST01895,50,55.04,2871.64,3,5,2,Two year,Electronic check,No,Yes,36-50,0
CUST01896,60,22.15,1328.33,4,5,0,Month-to-month,Mailed check,No,No internet,36-50,0
CUST01897,55,34.72,2078.33,2,7,1,Two year,Bank transfer,Fiber optic,Yes,26-35,0
CUST01898,50,98.76,5253.13,1,1,8,Month-to-month,Credit card,DSL,No internet,26-35,0
CUST01899,56,103.84,5916.96,1,9,4,Two year,Credit card,No,Yes,51-65,1
CUST01900,7,24.9,163.71,2,7,1,One year,Mailed check,Fiber optic,No,51-65,1
CUST01901,7,28.46,206.03,4,2,1,Two year,Bank transfer,DSL,Yes,65+,1
CUST01902,43,62.68,2779.35,5,6,4,One year,Bank transfer,No,No,65+,0
CUST01903,47,59.03,2939.85,1,9,2,Month-to-month,Credit card,Fiber optic,Yes,26-35,1
CUST01904,48,60.13,3091.44,5,10,7,Two year,Bank transfer,Fiber optic,Yes,18-25,1
CUST01905,64,55.69,3510.28,3,8,6,Two year,Mailed check,DSL,No,65+,0
CUST01906,16,75.1,1257.07,4,7,1,One year,Mailed check,Fiber optic,No internet,26-35,0
CUST01907,48,106.33,5220.43,5,10,5,Two year,Electronic check,DSL,No internet,26-35,1
CUST01908,48,58.66,2859.99,4,1,2,Month-to-month,Bank transfer,DSL,No internet,51-65,0
CUST01909,33,62.58,2097.33,2,6,3,Month-to-month,Credit card,No,No,65+,1
CUST01910,25,41.08,973.39,1,3,0,Two year,Bank transfer,DSL,No,51-65,0
CUST01911,68,33.26,2396.4,4,5,3,Month-to-month,Electronic check,Fiber optic,Yes,51-65,0
CUST01912,22,25.33,568.21,3,8,3,Month-to-month,Bank transfer,No,Yes,51-65,1
CUST01913,26,49.04,1241.48,4,3,4,Month-to-month,Bank transfer,DSL,No internet,26-35,1
CUST01914,11,64.05,698.93,4,5,0,One year,Mailed check,Fiber optic,No internet,18-25,1
CUST01915,41,52.57,2147.76,4,7,6,Two year,Credit card,Fiber optic,No,26-35,1
CUST01916,10,111.46,1152.34,2,4,1,Two year,Credit card,DSL,No internet,36-50,1
CUST01917,64,55.17,3783.02,2,7,2,Month-to-month,Electronic check,No,Yes,26-35,0
CUST01918,49,79.15,4153.44,4,10,5,Two year,Electronic check,DSL,Yes,65+,1
CUST01919,13,60.69,769.65,4,0,2,Two year,Electronic check,Fiber optic,Yes,51-65,1
CUST01920,35,42.78,1623.89,3,4,0,Month-to-month,Electronic check,DSL,No,65+,1
CUST01921,61,46.04,2635.97,3,9,2,Month-to-month,Credit card,DSL,No internet,18-25,1
CUST01922,65,74.57,4983.13,4,9,9,Month-to-month,Bank transfer,Fiber optic,No,36-50,1
CUST01923,27,72.87,2084.19,1,1,0,One year,Mailed check,DSL,Yes,36-50,0
CUST01924,59,56.94,3059.27,1,6,4,Month-to-month,Mailed check,DSL,No,36-50,1
CUST01925,42,48.38,2230.74,1,2,1,Month-to-month,Electronic check,No,No,51-65,0
CUST01926,22,34.41,719.16,3,0,3,One year,Bank transfer,No,No,26-35,1
CUST01927,36,58.49,2279.6,5,5,6,One year,Mailed check,No,Yes,18-25,1
CUST01928,54,25.07,1432.68,5,8,1,One year,Credit card,Fiber optic,Yes,36-50,1
CUST01929,18,27.46,507.37,1,2,0,Month-to-month,Bank transfer,Fiber optic,No internet,18-25,0
CUST01930,63,53.8,3096.13,5,0,9,Month-to-month,Electronic check,Fiber optic,Yes,26-35,0
CUST01931,28,87.41,2415.54,3,0,1,Two year,Electronic check,No,Yes,36-50,1
CUST01932,56,89.66,5401.82,5,1,7,One year,Mailed check,No,Yes,65+,0
CUST01933,8,90.39,676.5,3,9,0,Month-to-month,Credit card,No,Yes,18-25,1
CUST01934,37,36.0,1354.08,5,4,4,Month-to-month,Credit card,DSL,No internet,36-50,1
CUST01935,51,110.13,5707.71,5,1,4,Month-to-month,Mailed check,Fiber optic,Yes,18-25,1
CUST01936,16,102.88,1751.69,1,1,1,Month-to-month,Electronic check,No,No,51-65,1
CUST01937,65,71.35,4656.83,4,5,9,One year,Credit card,No,No internet,26-35,1
CUST01938,60,38.66,2458.45,1,3,10,One year,Credit card,Fiber optic,No,36-50,0
CUST01939,16,119.61,2092.38,2,2,2,Month-to-month,Credit card,DSL,Yes,26-35,1
CUST01940,8,71.74,617.84,2,1,1,Month-to-month,Bank transfer,Fiber optic,Yes,65+,0
CUST01941,33,113.41,4096.46,2,2,5,Two year,Electronic check,Fiber optic,Yes,51-65,1
CUST01942,62,103.36,6574.59,2,0,2,One year,Bank transfer,DSL,No internet,51-65,0
CUST01943,57,99.98,6056.23,4,6,0,One year,Bank transfer,No,No internet,26-35,1
CUST01944,69,69.35,4982.37,4,6,7,Two year,Mailed check,Fiber optic,Yes,18-25,0
CUST01945,6,64.88,376.67,3,0,0,Month-to-month,Bank transfer,No,Yes,36-50,1
CUST01946,10,21.87,226.28,5,7,0,Month-to-month,Electronic check,Fiber optic,Yes,51-65,1
CUST01947,45,48.93,2010.17,5,9,3,Two year,Bank transfer,Fiber optic,No,26-35,1
CUST01948,71,51.91,3453.62,5,10,1,Two year,Bank transfer,Fiber optic,No internet,26-35,0
CUST01949,22,97.71,2132.17,4,8,0,One year,Credit card,Fiber optic,Yes,26-35,1
CUST01950,46,110.38,5033.42,2,1,5,Month-to-month,Mailed check,No,No internet,65+,1
CUST01951,24,87.45,2162.1,3,3,2,Two year,Mailed check,No,Yes,36-50,1
CUST01952,1,101.51,111.32,1,7,0,Two year,Electronic check,No,No,65+,1
CUST01953,52,39.78,2005.06,4,8,6,Two year,Mailed check,DSL,Yes,26-35,1
CUST01954,70,113.44,8436.09,5,5,1,Two year,Electronic check,No,No,36-50,0
CUST01955,22,36.29,777.75,3,5,0,Month-to-month,Bank transfer,No,Yes,36-50,0
CUST01956,9,55.1,455.86,4,3,1,Month-to-month,Credit card,No,No,51-65,1
CUST01957,40,54.26,2245.29,4,3,3,One year,Credit card,Fiber optic,No internet,18-25,1
CUST01958,33,26.49,828.25,2,2,1,Two year,Mailed check,No,No,18-25,0
CUST01959,26,108.35,3000.81,2,3,4,Month-to-month,Bank transfer,No,Yes,51-65,1
CUST01960,9,108.68,1051.13,5,10,0,Two year,Mailed check,No,No internet,36-50,1
CUST01961,18,115.42,1919.67,2,7,2,Two year,Mailed check,DSL,No,26-35,1
CUST01962,10,28.77,293.82,2,3,0,Two year,Mailed check,DSL,Yes,18-25,1
CUST01963,56,93.2,5046.27,5,4,0,Month-to-month,Bank transfer,No,Yes,65+,0
CUST01964,3,44.35,130.85,5,5,0,Month-to-month,Credit card,No,Yes,36-50,0
CUST01965,10,90.64,820.06,1,7,0,Month-to-month,Electronic check,Fiber optic,Yes,51-65,0
CUST01966,71,67.06,4709.47,2,2,1,One year,Credit card,DSL,No internet,26-35,0
CUST01967,3,48.01,148.18,4,4,0,Two year,Bank transfer,Fiber optic,No,26-35,1
CUST01968,14,24.34,331.3,1,0,1,Month-to-month,Electronic check,DSL,Yes,18-25,0
CUST01969,31,53.62,1607.02,4,9,2,Month-to-month,Credit card,No,No,26-35,1
CUST01970,17,87.9,1523.23,3,6,2,One year,Mailed check,DSL,No internet,65+,1
CUST01971,72,114.09,8303.71,5,7,7,One year,Mailed check,No,No,36-50,1
CUST01972,9,41.77,374.46,1,2,0,Two year,Bank transfer,No,No,26-35,0
CUST01973,6,47.77,285.28,1,4,1,Month-to-month,Electronic check,Fiber optic,No,65+,1
CUST01974,53,112.94,6355.13,1,10,7,Month-to-month,Credit card,Fiber optic,No internet,51-65,1
CUST01975,40,92.79,3370.17,1,5,3,One year,Electronic check,No,Yes,65+,1
CUST01976,14,96.72,1364.73,3,3,2,One year,Electronic check,Fiber optic,No internet,26-35,1
CUST01977,31,78.35,2403.62,5,5,2,Month-to-month,Mailed check,DSL,No internet,36-50,1
CUST01978,54,109.64,5338.49,1,7,1,Two year,Electronic check,DSL,Yes,36-50,1
CUST01979,46,88.24,3935.84,3,3,5,One year,Electronic check,DSL,No,65+,0
CUST01980,53,65.6,3614.86,5,8,8,Month-to-month,Bank transfer,DSL,Yes,18-25,1
CUST01981,59,97.96,5986.71,1,4,0,Two year,Electronic check,Fiber optic,Yes,18-25,0
CUST01982,23,49.5,1048.71,4,5,3,One year,Credit card,DSL,No internet,36-50,1
CUST01983,71,62.75,4440.53,5,6,4,One year,Bank transfer,Fiber optic,Yes,36-50,0
CUST01984,39,102.37,4360.68,1,4,4,Month-to-month,Credit card,DSL,No internet,51-65,1
CUST01985,60,97.86,5555.63,2,5,7,Month-to-month,Electronic check,No,No,26-35,1
CUST01986,4,66.36,246.04,4,10,0,Two year,Mailed check,No,No,65+,1
CUST01987,8,95.48,785.09,1,4,0,Two year,Credit card,Fiber optic,No,65+,0
CUST01988,65,113.35,7475.93,3,6,9,One year,Credit card,DSL,No internet,26-35,1
CUST01989,8,29.32,231.09,3,3,0,Month-to-month,Credit card,Fiber optic,No,51-65,1
CUST01990,48,29.69,1506.96,2,7,5,One year,Credit card,DSL,Yes,36-50,0
CUST01991,31,110.35,3393.68,2,2,2,One year,Mailed check,Fiber optic,Yes,36-50,0
CUST01992,27,57.99,1507.86,2,3,0,Month-to-month,Credit card,DSL,No internet,18-25,1
CUST01993,18,22.78,369.99,1,3,3,Two year,Bank transfer,DSL,Yes,36-50,1
CUST01994,17,37.65,701.21,3,4,0,One year,Bank transfer,No,No,26-35,0
CUST01995,72,46.55,3107.66,4,1,1,One year,Credit card,No,No,65+,0
CUST01996,40,47.01,1745.64,1,8,2,Month-to-month,Mailed check,Fiber optic,No internet,26-35,1
CUST01997,52,73.0,3962.9,5,5,0,Two year,Credit card,Fiber optic,No internet,65+,0
CUST01998,40,116.75,4373.9,2,2,1,Month-to-month,Electronic check,No,Yes,26-35,0
CUST01999,43,107.59,4322.32,5,0,5,Month-to-month,Mailed check,Fiber optic,Yes,51-65,1
CUST02000,66,28.8,1971.56,4,3,5,One year,Bank transfer,Fiber optic,Yes,36-50,0
